Index       FREQ            VDB(VOUT)         VM(VOUT)     
956      3.63078055e+09   -3.37785657e+01    2.04678258e-02
957      3.71535229e+09   -3.40568771e+01    1.98223959e-02
958      3.80189396e+09   -3.43339336e+01    1.92000924e-02
959      3.89045145e+09   -3.46096574e+01    1.86001794e-02
960      3.98107171e+09   -3.48839718e+01    1.80219345e-02
961      4.07380278e+09   -3.51568025e+01    1.74646496e-02
962      4.16869383e+09   -3.54280766e+01    1.69276306e-02
963      4.26579519e+09   -3.56977234e+01    1.64101984e-02
964      4.36515832e+09   -3.59656744e+01    1.59116890e-02
965      4.46683592e+09   -3.62318634e+01    1.54314534e-02
966      4.57088190e+09   -3.64962265e+01    1.49688582e-02
967      4.67735141e+09   -3.67587025e+01    1.45232855e-02
968      4.78630092e+09   -3.70192326e+01    1.40941331e-02
969      4.89778819e+09   -3.72777608e+01    1.36808147e-02
970      5.01187234e+09   -3.75342337e+01    1.32827597e-02
971      5.12861384e+09   -3.77886009e+01    1.28994133e-02
972      5.24807460e+09   -3.80408147e+01    1.25302364e-02
973      5.37031796e+09   -3.82908306e+01    1.21747057e-02
974      5.49540874e+09   -3.85386066e+01    1.18323136e-02
975      5.62341325e+09   -3.87841039e+01    1.15025679e-02
976      5.75439937e+09   -3.90272866e+01    1.11849918e-02
977      5.88843655e+09   -3.92681218e+01    1.08791236e-02
978      6.02559586e+09   -3.95065792e+01    1.05845169e-02
979      6.16595002e+09   -3.97426316e+01    1.03007398e-02
980      6.30957344e+09   -3.99762546e+01    1.00273753e-02
981      6.45654229e+09   -4.02074264e+01    9.76402043e-03
982      6.60693448e+09   -4.04361278e+01    9.51028667e-03
983      6.76082975e+09   -4.06623423e+01    9.26579917e-03
984      6.91830971e+09   -4.08860558e+01    9.03019671e-03
985      7.07945784e+09   -4.11072564e+01    8.80313134e-03
986      7.24435960e+09   -4.13259345e+01    8.58426813e-03
987      7.41310241e+09   -4.15420827e+01    8.37328485e-03
988      7.58577575e+09   -4.17556953e+01    8.16987165e-03
989      7.76247117e+09   -4.19667687e+01    7.97373075e-03
990      7.94328235e+09   -4.21753006e+01    7.78457615e-03
991      8.12830516e+09   -4.23812904e+01    7.60213326e-03
992      8.31763771e+09   -4.25847390e+01    7.42613860e-03
993      8.51138038e+09   -4.27856482e+01    7.25633947e-03
994      8.70963590e+09   -4.29840209e+01    7.09249362e-03
995      8.91250938e+09   -4.31798611e+01    6.93436892e-03
996      9.12010839e+09   -4.33731734e+01    6.78174304e-03
997      9.33254301e+09   -4.35639629e+01    6.63440310e-03
998      9.54992586e+09   -4.37522353e+01    6.49214534e-03
999      9.77237221e+09   -4.39379966e+01    6.35477484e-03
1000     1.00000000e+10   -4.41212531e+01    6.22210514e-03
1001     1.02329299e+10   -4.43020109e+01    6.09395797e-03
1002     1.04712855e+10   -4.44802764e+01    5.97016287e-03
1003     1.07151931e+10   -4.46560557e+01    5.85055698e-03
1004     1.09647820e+10   -4.48293549e+01    5.73498461e-03
1005     1.12201845e+10   -4.50001795e+01    5.62329704e-03
1006     1.14815362e+10   -4.51685350e+01    5.51535217e-03
1007     1.17489755e+10   -4.53344265e+01    5.41101424e-03
1008     1.20226443e+10   -4.54978584e+01    5.31015355e-03
1009     1.23026877e+10   -4.56588351e+01    5.21264617e-03
1010     1.25892541e+10   -4.58173602e+01    5.11837366e-03
1011     1.28824955e+10   -4.59734372e+01    5.02722286e-03
1012     1.31825674e+10   -4.61270690e+01    4.93908554e-03
1013     1.34896288e+10   -4.62782582e+01    4.85385823e-03
1014     1.38038426e+10   -4.64270072e+01    4.77144193e-03
1015     1.41253754e+10   -4.65733178e+01    4.69174187e-03
1016     1.44543977e+10   -4.67171920e+01    4.61466733e-03
1017     1.47910839e+10   -4.68586316e+01    4.54013136e-03
1018     1.51356125e+10   -4.69976383e+01    4.46805060e-03
1019     1.54881662e+10   -4.71342141e+01    4.39834506e-03
1020     1.58489319e+10   -4.72683608e+01    4.33093793e-03
1021     1.62181010e+10   -4.74000810e+01    4.26575540e-03
1022     1.65958691e+10   -4.75293775e+01    4.20272647e-03
1023     1.69824365e+10   -4.76562537e+01    4.14178275e-03
1024     1.73780083e+10   -4.77807137e+01    4.08285835e-03
1025     1.77827941e+10   -4.79027626e+01    4.02588968e-03
1026     1.81970086e+10   -4.80224062e+01    3.97081533e-03
1027     1.86208714e+10   -4.81396516e+01    3.91757590e-03
1028     1.90546072e+10   -4.82545071e+01    3.86611390e-03
1029     1.94984460e+10   -4.83669824e+01    3.81637358e-03
1030     1.99526231e+10   -4.84770886e+01    3.76830087e-03
1031     2.04173794e+10   -4.85848385e+01    3.72184322e-03
1032     2.08929613e+10   -4.86902466e+01    3.67694954e-03
1033     2.13796209e+10   -4.87933293e+01    3.63357004e-03
1034     2.18776162e+10   -4.88941048e+01    3.59165622e-03
1035     2.23872114e+10   -4.89925935e+01    3.55116071e-03
1036     2.29086765e+10   -4.90888177e+01    3.51203727e-03
1037     2.34422882e+10   -4.91828021e+01    3.47424063e-03
1038     2.39883292e+10   -4.92745735e+01    3.43772652e-03
1039     2.45470892e+10   -4.93641611e+01    3.40245151e-03
1040     2.51188643e+10   -4.94515963e+01    3.36837304e-03
1041     2.57039578e+10   -4.95369131e+01    3.33544932e-03
1042     2.63026799e+10   -4.96201476e+01    3.30363929e-03
1043     2.69153480e+10   -4.97013385e+01    3.27290257e-03
1044     2.75422870e+10   -4.97805268e+01    3.24319945e-03
1045     2.81838293e+10   -4.98577562e+01    3.21449083e-03
1046     2.88403150e+10   -4.99330723e+01    3.18673818e-03
1047     2.95120923e+10   -5.00065235e+01    3.15990352e-03
1048     3.01995172e+10   -5.00781604e+01    3.13394939e-03
1049     3.09029543e+10   -5.01480358e+01    3.10883883e-03
1050     3.16227766e+10   -5.02162050e+01    3.08453534e-03
1051     3.23593657e+10   -5.02827253e+01    3.06100286e-03
1052     3.31131121e+10   -5.03476563e+01    3.03820577e-03
1053     3.38844156e+10   -5.04110597e+01    3.01610886e-03
1054     3.46736850e+10   -5.04729994e+01    2.99467729e-03
1055     3.54813389e+10   -5.05335411e+01    2.97387660e-03
1056     3.63078055e+10   -5.05927526e+01    2.95367269e-03
1057     3.71535229e+10   -5.06507036e+01    2.93403181e-03
1058     3.80189396e+10   -5.07074656e+01    2.91492052e-03
1059     3.89045145e+10   -5.07631119e+01    2.89630573e-03
1060     3.98107171e+10   -5.08177175e+01    2.87815463e-03
1061     4.07380278e+10   -5.08713591e+01    2.86043474e-03
1062     4.16869383e+10   -5.09241150e+01    2.84311386e-03
1063     4.26579519e+10   -5.09760648e+01    2.82616009e-03
1064     4.36515832e+10   -5.10272900e+01    2.80954181e-03
1065     4.46683592e+10   -5.10778731e+01    2.79322772e-03
1066     4.57088190e+10   -5.11278983e+01    2.77718677e-03
1067     4.67735141e+10   -5.11774506e+01    2.76138822e-03
1068     4.78630092e+10   -5.12266168e+01    2.74580165e-03
1069     4.89778819e+10   -5.12754843e+01    2.73039693e-03
1070     5.01187234e+10   -5.13241418e+01    2.71514426e-03
1071     5.12861384e+10   -5.13726791e+01    2.70001418e-03
1072     5.24807460e+10   -5.14211867e+01    2.68497758e-03
1073     5.37031796e+10   -5.14697561e+01    2.67000574e-03
1074     5.49540874e+10   -5.15184794e+01    2.65507033e-03
1075     5.62341325e+10   -5.15674495e+01    2.64014347e-03
1076     5.75439937e+10   -5.16167597e+01    2.62519771e-03
1077     5.88843655e+10   -5.16665039e+01    2.61020614e-03
1078     6.02559586e+10   -5.17167763e+01    2.59514235e-03
1079     6.16595002e+10   -5.17676714e+01    2.57998055e-03
1080     6.30957344e+10   -5.18192837e+01    2.56469552e-03
1081     6.45654229e+10   -5.18717079e+01    2.54926277e-03
1082     6.60693448e+10   -5.19250385e+01    2.53365849e-03
1083     6.76082975e+10   -5.19793696e+01    2.51785966e-03
1084     6.91830971e+10   -5.20347952e+01    2.50184409e-03
1085     7.07945784e+10   -5.20914084e+01    2.48559048e-03
1086     7.24435960e+10   -5.21493021e+01    2.46907848e-03
1087     7.41310241e+10   -5.22085679e+01    2.45228874e-03
1088     7.58577575e+10   -5.22692967e+01    2.43520296e-03
1089     7.76247117e+10   -5.23315782e+01    2.41780398e-03
1090     7.94328235e+10   -5.23955008e+01    2.40007581e-03
1091     8.12830516e+10   -5.24611513e+01    2.38200372e-03
1092     8.31763771e+10   -5.25286151e+01    2.36357423e-03
1093     8.51138038e+10   -5.25979756e+01    2.34477525e-03
1094     8.70963590e+10   -5.26693144e+01    2.32559605e-03
1095     8.91250938e+10   -5.27427110e+01    2.30602734e-03
1096     9.12010839e+10   -5.28182425e+01    2.28606133e-03
1097     9.33254301e+10   -5.28959837e+01    2.26569171e-03
1098     9.54992586e+10   -5.29760069e+01    2.24491373e-03
1099     9.77237221e+10   -5.30583815e+01    2.22372421e-03
1100     1.00000000e+11   -5.31431743e+01    2.20212153e-03
End of Xyce(TM) Simulation
